,time,amps
2451,02/02/19 08:33:30 AM,0.0244
2453,02/02/19 08:34:30 AM,0.0244
2455,02/02/19 08:35:30 AM,0.0244
2457,02/02/19 08:36:30 AM,0.0259
2459,02/02/19 08:37:30 AM,37.1862
2461,02/02/19 08:38:30 AM,38.9242
2463,02/02/19 08:39:30 AM,35.584
2465,02/02/19 08:40:30 AM,36.2921
2467,02/02/19 08:41:30 AM,36.2997
2469,02/02/19 08:42:30 AM,36.2005
2471,02/02/19 08:43:30 AM,36.2661
2473,02/02/19 08:44:30 AM,36.2478
2475,02/02/19 08:45:30 AM,36.5438
2477,02/02/19 08:46:30 AM,36.527
2479,02/02/19 08:47:30 AM,36.463
2481,02/02/19 08:48:30 AM,36.6827
2483,02/02/19 08:49:30 AM,36.4172
2485,02/02/19 08:50:30 AM,36.5255
2487,02/02/19 08:51:30 AM,36.5148
2489,02/02/19 08:52:30 AM,36.7376
2491,02/02/19 08:53:30 AM,36.5377
2493,02/02/19 08:54:30 AM,36.6918
2495,02/02/19 08:55:30 AM,36.4553
2497,02/02/19 08:56:30 AM,36.6613
2499,02/02/19 08:57:30 AM,36.759
2501,02/02/19 08:58:30 AM,36.7285
2503,02/02/19 08:59:30 AM,36.6674
2505,02/02/19 09:00:30 AM,36.5866
2507,02/02/19 09:01:30 AM,36.5057
2509,02/02/19 09:02:30 AM,36.5698
2511,02/02/19 09:03:30 AM,36.5377
2513,02/02/19 09:04:30 AM,36.7071
2515,02/02/19 09:05:30 AM,36.6827
2517,02/02/19 09:06:30 AM,36.5179
2519,02/02/19 09:07:30 AM,37.113
2521,02/02/19 09:08:30 AM,36.7605
2523,02/02/19 09:09:30 AM,37.1054
2525,02/02/19 09:10:30 AM,36.9421
2527,02/02/19 09:11:30 AM,36.7468
2529,02/02/19 09:12:30 AM,36.7407
2531,02/02/19 09:13:30 AM,36.9116
2533,02/02/19 09:14:30 AM,36.7437
2535,02/02/19 09:15:30 AM,37.2335
2537,02/02/19 09:16:30 AM,37.0718
2539,02/02/19 09:17:30 AM,37.1664
2541,02/02/19 09:18:30 AM,37.319
2543,02/02/19 09:19:30 AM,37.4823
2545,02/02/19 09:20:30 AM,37.1801
2547,02/02/19 09:21:30 AM,37.2702
2549,02/02/19 09:22:30 AM,37.5006
2551,02/02/19 09:23:30 AM,37.0291
2553,02/02/19 09:24:30 AM,37.1328
2555,02/02/19 09:25:30 AM,37.5769
2557,02/02/19 09:26:30 AM,37.4517
2559,02/02/19 09:27:30 AM,37.2625
2561,02/02/19 09:28:30 AM,37.4456
2563,02/02/19 09:29:30 AM,0.032
2565,02/02/19 09:30:30 AM,0.032
2567,02/02/19 09:31:30 AM,0.032
2569,02/02/19 09:32:30 AM,0.032
2571,02/02/19 09:33:30 AM,0.032
2573,02/02/19 09:34:30 AM,0.032
2575,02/02/19 09:35:30 AM,0.032
2577,02/02/19 09:36:30 AM,0.032
2579,02/02/19 09:37:30 AM,0.032
2581,02/02/19 09:38:30 AM,39.6612
2583,02/02/19 09:39:30 AM,37.0764
2585,02/02/19 09:40:30 AM,37.0947
2587,02/02/19 09:41:30 AM,37.2503
2589,02/02/19 09:42:30 AM,37.0321
2591,02/02/19 09:43:30 AM,36.9894
2593,02/02/19 09:44:30 AM,36.7224
2595,02/02/19 09:45:30 AM,37.1542
2597,02/02/19 09:46:30 AM,37.1603
2599,02/02/19 09:47:30 AM,37.0428
2601,02/02/19 09:48:30 AM,37.1283
2603,02/02/19 09:49:30 AM,36.9039
2605,02/02/19 09:50:30 AM,36.8673
2607,02/02/19 09:51:30 AM,37.1862
2609,02/02/19 09:52:30 AM,37.1435
2611,02/02/19 09:53:30 AM,37.0962
2613,02/02/19 09:54:30 AM,37.0947
2615,02/02/19 09:55:30 AM,36.8765
2617,02/02/19 09:56:30 AM,37.1405
2619,02/02/19 09:57:30 AM,37.351
2621,02/02/19 09:58:30 AM,37.258
2623,02/02/19 09:59:30 AM,37.3648
2625,02/02/19 10:00:30 AM,37.4197
2627,02/02/19 10:01:30 AM,37.4823
2629,02/02/19 10:02:30 AM,37.5113
2631,02/02/19 10:03:30 AM,37.4624
2633,02/02/19 10:04:30 AM,37.464
2635,02/02/19 10:05:30 AM,37.3159
2637,02/02/19 10:06:30 AM,37.2625
2639,02/02/19 10:07:30 AM,37.5204
2641,02/02/19 10:08:30 AM,37.496
2643,02/02/19 10:09:30 AM,37.3037
2645,02/02/19 10:10:30 AM,37.3846
2647,02/02/19 10:11:30 AM,37.38
2649,02/02/19 10:12:30 AM,37.2961
2651,02/02/19 10:13:30 AM,37.2976
2653,02/02/19 10:14:30 AM,37.2869
2655,02/02/19 10:15:30 AM,37.3449
2657,02/02/19 10:16:30 AM,37.2976
2659,02/02/19 10:17:30 AM,37.0352
2661,02/02/19 10:18:30 AM,37.2274
2663,02/02/19 10:19:30 AM,37.409
2665,02/02/19 10:20:30 AM,37.2137
2667,02/02/19 10:21:30 AM,37.38
2669,02/02/19 10:22:30 AM,37.3388
2671,02/02/19 10:23:30 AM,37.2335
2673,02/02/19 10:24:30 AM,37.141999999999996
2675,02/02/19 10:25:30 AM,37.025999999999996
2677,02/02/19 10:26:30 AM,37.1695
2679,02/02/19 10:27:30 AM,37.1145
2681,02/02/19 10:28:30 AM,37.1939
2683,02/02/19 10:29:30 AM,0.0305
2685,02/02/19 10:30:30 AM,0.0305
2687,02/02/19 10:31:30 AM,0.0305
2689,02/02/19 10:32:30 AM,0.0305
2691,02/02/19 10:33:30 AM,0.0305
2693,02/02/19 10:34:30 AM,0.0305
2695,02/02/19 10:35:30 AM,0.0305
2697,02/02/19 10:36:30 AM,0.0305
2699,02/02/19 10:37:30 AM,0.0305
2701,02/02/19 10:38:30 AM,39.8627
2703,02/02/19 10:39:30 AM,37.2702
2705,02/02/19 10:40:30 AM,37.3632
2707,02/02/19 10:41:30 AM,37.3571
2709,02/02/19 10:42:30 AM,37.5357
2711,02/02/19 10:43:30 AM,37.5189
2713,02/02/19 10:44:30 AM,37.4044
2715,02/02/19 10:45:30 AM,37.4212
2717,02/02/19 10:46:30 AM,37.5097
2719,02/02/19 10:47:30 AM,37.3281
2721,02/02/19 10:48:30 AM,37.2045
2723,02/02/19 10:49:30 AM,37.3678
2725,02/02/19 10:50:30 AM,37.3007
2727,02/02/19 10:51:30 AM,37.1237
2729,02/02/19 10:52:30 AM,37.4655
2731,02/02/19 10:53:30 AM,37.4899
2733,02/02/19 10:54:30 AM,38.1018
2735,02/02/19 10:55:30 AM,37.6684
2737,02/02/19 10:56:30 AM,37.7157
2739,02/02/19 10:57:30 AM,37.4945
2741,02/02/19 10:58:30 AM,37.731
2743,02/02/19 10:59:30 AM,37.4136
2745,02/02/19 11:00:30 AM,37.4121
2747,02/02/19 11:01:30 AM,37.9446
2749,02/02/19 11:02:30 AM,37.9232
2751,02/02/19 11:03:30 AM,37.5814
2753,02/02/19 11:04:30 AM,37.8256
2755,02/02/19 11:05:30 AM,37.7249
2757,02/02/19 11:06:30 AM,37.8088
2759,02/02/19 11:07:30 AM,37.7325
2761,02/02/19 11:08:30 AM,37.673
2763,02/02/19 11:09:30 AM,37.6516
2765,02/02/19 11:10:30 AM,37.6898
2767,02/02/19 11:11:30 AM,37.4121
2769,02/02/19 11:12:30 AM,37.5784
2771,02/02/19 11:13:30 AM,37.1435
2773,02/02/19 11:14:30 AM,36.8963
2775,02/02/19 11:15:30 AM,37.3861
2777,02/02/19 11:16:30 AM,37.3251
2779,02/02/19 11:17:30 AM,37.1679
2781,02/02/19 11:18:30 AM,37.0748
2783,02/02/19 11:19:30 AM,37.3236
2785,02/02/19 11:20:30 AM,37.5265
2787,02/02/19 11:21:30 AM,37.4533
2789,02/02/19 11:22:30 AM,37.3938
2791,02/02/19 11:23:30 AM,37.2839
2793,02/02/19 11:24:30 AM,37.5051
2795,02/02/19 11:25:30 AM,37.2335
2797,02/02/19 11:26:30 AM,37.4609
2799,02/02/19 11:27:30 AM,37.4441
2801,02/02/19 11:28:30 AM,37.3327
2803,02/02/19 11:29:30 AM,0.032
2805,02/02/19 11:30:30 AM,0.032
2807,02/02/19 11:31:30 AM,0.032
2809,02/02/19 11:32:30 AM,0.032
2811,02/02/19 11:33:30 AM,0.032
2813,02/02/19 11:34:30 AM,0.032
2815,02/02/19 11:35:30 AM,0.032
2817,02/02/19 11:36:30 AM,0.032
2819,02/02/19 11:37:30 AM,0.032
2821,02/02/19 11:38:30 AM,38.8632
2823,02/02/19 11:39:30 AM,37.6623
2825,02/02/19 11:40:30 AM,37.5357
2827,02/02/19 11:41:30 AM,37.2564
2829,02/02/19 11:42:30 AM,37.4258
2831,02/02/19 11:43:30 AM,37.5906
2833,02/02/19 11:44:30 AM,37.3648
2835,02/02/19 11:45:30 AM,37.4228
2837,02/02/19 11:46:30 AM,37.6394
2839,02/02/19 11:47:30 AM,37.4533
2841,02/02/19 11:48:30 AM,37.6013
2843,02/02/19 11:49:30 AM,37.3983
2845,02/02/19 11:50:30 AM,37.1084
2847,02/02/19 11:51:30 AM,37.5433
2849,02/02/19 11:52:30 AM,37.6547
2851,02/02/19 11:53:30 AM,37.2717
2853,02/02/19 11:54:30 AM,37.8729
2855,02/02/19 11:55:30 AM,37.5921
2857,02/02/19 11:56:30 AM,37.5097
2859,02/02/19 11:57:30 AM,37.8119
2861,02/02/19 11:58:30 AM,37.3571
2863,02/02/19 11:59:30 AM,37.7401
2865,02/02/19 12:00:30 PM,37.7661
2867,02/02/19 12:01:30 PM,37.4289
2869,02/02/19 12:02:30 PM,37.4884
2871,02/02/19 12:03:30 PM,37.7691
2873,02/02/19 12:04:30 PM,38.0255
2875,02/02/19 12:05:30 PM,37.7661
2877,02/02/19 12:06:30 PM,37.5128
2879,02/02/19 12:07:30 PM,37.6104
2881,02/02/19 12:08:30 PM,37.5387
2883,02/02/19 12:09:30 PM,37.7005
2885,02/02/19 12:10:30 PM,37.6287
2887,02/02/19 12:11:30 PM,37.7203
2889,02/02/19 12:12:30 PM,37.5921
2891,02/02/19 12:13:30 PM,37.1725
2893,02/02/19 12:14:30 PM,38.0468
2895,02/02/19 12:15:30 PM,37.6455
2897,02/02/19 12:16:30 PM,37.879
2899,02/02/19 12:17:30 PM,38.0941
2901,02/02/19 12:18:30 PM,37.5082
2903,02/02/19 12:19:30 PM,37.9232
2905,02/02/19 12:20:30 PM,0.0336
2907,02/02/19 12:21:30 PM,0.032
2909,02/02/19 12:22:30 PM,0.032
2911,02/02/19 12:23:30 PM,0.032
2913,02/02/19 12:24:30 PM,0.032
2915,02/02/19 12:25:30 PM,0.032
2917,02/02/19 12:26:30 PM,0.032
2919,02/02/19 12:27:30 PM,39.5773
2921,02/02/19 12:28:30 PM,37.2152
2923,02/02/19 12:29:30 PM,37.5402
2925,02/02/19 12:30:30 PM,37.3037
2927,02/02/19 12:31:30 PM,37.4105
2929,02/02/19 12:32:30 PM,37.821
2931,02/02/19 12:33:30 PM,37.4517
2933,02/02/19 12:34:30 PM,37.644
2935,02/02/19 12:35:30 PM,37.3007
2937,02/02/19 12:36:30 PM,37.5647
2939,02/02/19 12:37:30 PM,37.4426
2941,02/02/19 12:38:30 PM,37.554
2943,02/02/19 12:39:30 PM,37.6699
2945,02/02/19 12:40:30 PM,37.5967
2947,02/02/19 12:41:30 PM,37.3144
2949,02/02/19 12:42:30 PM,37.4273
2951,02/02/19 12:43:30 PM,37.6303
2953,02/02/19 12:44:30 PM,37.3236
2955,02/02/19 12:45:30 PM,37.5326
2957,02/02/19 12:46:30 PM,37.4701
2959,02/02/19 12:47:30 PM,37.7279
2961,02/02/19 12:48:30 PM,37.5708
2963,02/02/19 12:49:30 PM,37.4228
2965,02/02/19 12:50:30 PM,37.7157
2967,02/02/19 12:51:30 PM,37.8332
2969,02/02/19 12:52:30 PM,37.7646
2971,02/02/19 12:53:30 PM,38.1186
2973,02/02/19 12:54:30 PM,37.7234
2975,02/02/19 12:55:30 PM,38.1216
2977,02/02/19 12:56:30 PM,38.1476
2979,02/02/19 12:57:30 PM,37.7905
2981,02/02/19 12:58:30 PM,37.9278
2983,02/02/19 12:59:30 PM,37.5174
2985,02/02/19 01:00:30 PM,37.8836
2987,02/02/19 01:01:30 PM,37.9065
2989,02/02/19 01:02:30 PM,37.8988
2991,02/02/19 01:03:30 PM,37.8714
2993,02/02/19 01:04:30 PM,37.7676
2995,02/02/19 01:05:30 PM,37.5753
2997,02/02/19 01:06:30 PM,37.969
2999,02/02/19 01:07:30 PM,37.6913
3001,02/02/19 01:08:30 PM,37.9889
3003,02/02/19 01:09:30 PM,38.0987
3005,02/02/19 01:10:30 PM,37.7066
3007,02/02/19 01:11:30 PM,37.966
3009,02/02/19 01:12:30 PM,37.8119
3011,02/02/19 01:13:30 PM,37.9156
3013,02/02/19 01:14:30 PM,38.0056
3015,02/02/19 01:15:30 PM,37.9965
3017,02/02/19 01:16:30 PM,37.9263
3019,02/02/19 01:17:30 PM,37.7264
3021,02/02/19 01:18:30 PM,0.032
3023,02/02/19 01:19:30 PM,0.0305
3025,02/02/19 01:20:30 PM,0.0305
3027,02/02/19 01:21:30 PM,0.0305
3029,02/02/19 01:22:30 PM,0.0305
3031,02/02/19 01:23:30 PM,0.0305
3033,02/02/19 01:24:30 PM,0.0305
3035,02/02/19 01:25:30 PM,0.0305
3037,02/02/19 01:26:30 PM,0.0305
3039,02/02/19 01:27:30 PM,37.908
3041,02/02/19 01:28:30 PM,37.3266
3043,02/02/19 01:29:30 PM,37.7371
3045,02/02/19 01:30:30 PM,38.1125
3047,02/02/19 01:31:30 PM,37.6883
3049,02/02/19 01:32:30 PM,37.8332
3051,02/02/19 01:33:30 PM,37.6944
3053,02/02/19 01:34:30 PM,38.0194
3055,02/02/19 01:35:30 PM,37.7508
3057,02/02/19 01:36:30 PM,37.6364
3059,02/02/19 01:37:30 PM,37.7951
3061,02/02/19 01:38:30 PM,37.9004
3063,02/02/19 01:39:30 PM,37.9278
3065,02/02/19 01:40:30 PM,37.7996
3067,02/02/19 01:41:30 PM,37.6852
3069,02/02/19 01:42:30 PM,37.882
3071,02/02/19 01:43:30 PM,37.8927
3073,02/02/19 01:44:30 PM,37.8088
3075,02/02/19 01:45:30 PM,37.818000000000005
3077,02/02/19 01:46:30 PM,37.9232
3079,02/02/19 01:47:30 PM,37.5296
3081,02/02/19 01:48:30 PM,37.8393
3083,02/02/19 01:49:30 PM,37.731
3085,02/02/19 01:50:30 PM,37.8393
3087,02/02/19 01:51:30 PM,37.7646
3089,02/02/19 01:52:30 PM,37.6181
3091,02/02/19 01:53:30 PM,37.9431
3093,02/02/19 01:54:30 PM,37.4914
3095,02/02/19 01:55:30 PM,37.9263
3097,02/02/19 01:56:30 PM,37.6944
3099,02/02/19 01:57:30 PM,37.6989
3101,02/02/19 01:58:30 PM,37.8988
3103,02/02/19 01:59:30 PM,37.5692
3105,02/02/19 02:00:30 PM,37.882
3107,02/02/19 02:01:30 PM,37.586
3109,02/02/19 02:02:30 PM,37.1359
3111,02/02/19 02:03:30 PM,37.4273
3113,02/02/19 02:04:30 PM,37.4792
3115,02/02/19 02:05:30 PM,37.6532
3117,02/02/19 02:06:30 PM,37.4884
3119,02/02/19 02:07:30 PM,37.4533
3121,02/02/19 02:08:30 PM,37.5219
3123,02/02/19 02:09:30 PM,37.7539
3125,02/02/19 02:10:30 PM,37.3632
3127,02/02/19 02:11:30 PM,37.5509
3129,02/02/19 02:12:30 PM,37.734
3131,02/02/19 02:13:30 PM,37.3159
3133,02/02/19 02:14:30 PM,37.6898
3135,02/02/19 02:15:30 PM,37.5814
3137,02/02/19 02:16:30 PM,37.5677
3139,02/02/19 02:17:30 PM,37.8531
3141,02/02/19 02:18:30 PM,0.0305
3143,02/02/19 02:19:30 PM,0.028999999999999998
3145,02/02/19 02:20:30 PM,0.028999999999999998
3147,02/02/19 02:21:30 PM,0.028999999999999998
3149,02/02/19 02:22:30 PM,0.028999999999999998
3151,02/02/19 02:23:30 PM,0.028999999999999998
3153,02/02/19 02:24:30 PM,0.028999999999999998
3155,02/02/19 02:25:30 PM,0.028999999999999998
3157,02/02/19 02:26:30 PM,0.028999999999999998
3159,02/02/19 02:27:30 PM,37.76
3161,02/02/19 02:28:30 PM,36.849000000000004
3163,02/02/19 02:29:30 PM,37.7249
3165,02/02/19 02:30:30 PM,37.8561
3167,02/02/19 02:31:30 PM,37.8973
3169,02/02/19 02:32:30 PM,37.4838
3171,02/02/19 02:33:30 PM,37.6226
3173,02/02/19 02:34:30 PM,37.76
3175,02/02/19 02:35:30 PM,37.8927
3177,02/02/19 02:36:30 PM,37.586
3179,02/02/19 02:37:30 PM,37.9034
3181,02/02/19 02:38:30 PM,37.7081
3183,02/02/19 02:39:30 PM,37.4914
3185,02/02/19 02:40:30 PM,37.376999999999995
3187,02/02/19 02:41:30 PM,38.1872
3189,02/02/19 02:42:30 PM,37.6806
3191,02/02/19 02:43:30 PM,37.5051
3193,02/02/19 02:44:30 PM,37.5753
3195,02/02/19 02:45:30 PM,37.3449
3197,02/02/19 02:46:30 PM,37.6699
3199,02/02/19 02:47:30 PM,37.5509
3201,02/02/19 02:48:30 PM,37.7188
3203,02/02/19 02:49:30 PM,37.4807
3205,02/02/19 02:50:30 PM,37.7142
3207,02/02/19 02:51:30 PM,37.6959
3209,02/02/19 02:52:30 PM,37.818000000000005
3211,02/02/19 02:53:30 PM,37.4914
3213,02/02/19 02:54:30 PM,37.6471
3215,02/02/19 02:55:30 PM,37.6135
3217,02/02/19 02:56:30 PM,37.7813
3219,02/02/19 02:57:30 PM,37.5311
3221,02/02/19 02:58:30 PM,37.9904
3223,02/02/19 02:59:30 PM,37.6699
3225,02/02/19 03:00:30 PM,37.641
3227,02/02/19 03:01:30 PM,37.8851
3229,02/02/19 03:02:30 PM,37.8576
3231,02/02/19 03:03:30 PM,37.5402
3233,02/02/19 03:04:30 PM,37.9034
3235,02/02/19 03:05:30 PM,37.6577
3237,02/02/19 03:06:30 PM,37.702
3239,02/02/19 03:07:30 PM,37.4548
3241,02/02/19 03:08:30 PM,37.6013
3243,02/02/19 03:09:30 PM,37.4502
3245,02/02/19 03:10:30 PM,37.8408
3247,02/02/19 03:11:30 PM,37.8927
3249,02/02/19 03:12:30 PM,37.7768
3251,02/02/19 03:13:30 PM,37.9446
3253,02/02/19 03:14:30 PM,38.1949
3255,02/02/19 03:15:30 PM,37.8698
3257,02/02/19 03:16:30 PM,37.8012
3259,02/02/19 03:17:30 PM,37.9706
3261,02/02/19 03:18:30 PM,0.032
3263,02/02/19 03:19:30 PM,0.028999999999999998
3265,02/02/19 03:20:30 PM,0.028999999999999998
3267,02/02/19 03:21:30 PM,0.028999999999999998
3269,02/02/19 03:22:30 PM,0.028999999999999998
3271,02/02/19 03:23:30 PM,0.028999999999999998
3273,02/02/19 03:24:30 PM,0.028999999999999998
3275,02/02/19 03:25:30 PM,0.028999999999999998
3277,02/02/19 03:26:30 PM,0.028999999999999998
3279,02/02/19 03:27:30 PM,36.8215
3281,02/02/19 03:28:30 PM,37.6669
3283,02/02/19 03:29:30 PM,37.6349
3285,02/02/19 03:30:30 PM,37.9004
3287,02/02/19 03:31:30 PM,38.0346
3289,02/02/19 03:32:30 PM,38.0423
3291,02/02/19 03:33:30 PM,37.9385
3293,02/02/19 03:34:30 PM,37.8698
3295,02/02/19 03:35:30 PM,37.847
3297,02/02/19 03:36:30 PM,38.1781
3299,02/02/19 03:37:30 PM,38.0117
3301,02/02/19 03:38:30 PM,37.9995
3303,02/02/19 03:39:30 PM,37.9324
3305,02/02/19 03:40:30 PM,37.8286
3307,02/02/19 03:41:30 PM,37.6287
3309,02/02/19 03:42:30 PM,37.8668
3311,02/02/19 03:43:30 PM,37.7447
3313,02/02/19 03:44:30 PM,37.8561
3315,02/02/19 03:45:30 PM,37.6364
3317,02/02/19 03:46:30 PM,37.586
3319,02/02/19 03:47:30 PM,37.6699
3321,02/02/19 03:48:30 PM,37.8439
3323,02/02/19 03:49:30 PM,37.8103
3325,02/02/19 03:50:30 PM,37.3297
3327,02/02/19 03:51:30 PM,37.435
3329,02/02/19 03:52:30 PM,37.3983
3331,02/02/19 03:53:30 PM,37.4258
3333,02/02/19 03:54:30 PM,37.525
3335,02/02/19 03:55:30 PM,37.3892
3337,02/02/19 03:56:30 PM,37.2396
3339,02/02/19 03:57:30 PM,37.2869
3341,02/02/19 03:58:30 PM,37.4655
3343,02/02/19 03:59:30 PM,37.4365
3345,02/02/19 04:00:30 PM,37.4701
3347,02/02/19 04:01:30 PM,0.0366
3349,02/02/19 04:02:30 PM,0.0275
3351,02/02/19 04:03:30 PM,0.0275
3353,02/02/19 04:04:30 PM,0.0275
3355,02/02/19 04:05:30 PM,0.0259
3357,02/02/19 04:06:30 PM,0.0275
3359,02/02/19 04:07:30 PM,0.0275
3361,02/02/19 04:08:30 PM,0.0275
3363,02/02/19 04:09:30 PM,39.6689
3365,02/02/19 04:10:30 PM,37.6928
3367,02/02/19 04:11:30 PM,37.7173
3369,02/02/19 04:12:30 PM,37.7707
3371,02/02/19 04:13:30 PM,37.4609
3373,02/02/19 04:14:30 PM,37.734
3375,02/02/19 04:15:30 PM,37.8515
3377,02/02/19 04:16:30 PM,37.4105
3379,02/02/19 04:17:30 PM,37.731
3381,02/02/19 04:18:30 PM,37.6593
3383,02/02/19 04:19:30 PM,37.8256
3385,02/02/19 04:20:30 PM,37.7661
3387,02/02/19 04:21:30 PM,37.5051
3389,02/02/19 04:22:30 PM,37.7432
3391,02/02/19 04:23:30 PM,37.4701
3393,02/02/19 04:24:30 PM,37.6226
3395,02/02/19 04:25:30 PM,37.7447
3397,02/02/19 04:26:30 PM,37.3541
3399,02/02/19 04:27:30 PM,37.4304
3401,02/02/19 04:28:30 PM,37.5906
3403,02/02/19 04:29:30 PM,37.1832
3405,02/02/19 04:30:30 PM,37.4731
3407,02/02/19 04:31:30 PM,37.7325
3409,02/02/19 04:32:30 PM,37.7707
3411,02/02/19 04:33:30 PM,37.6669
3413,02/02/19 04:34:30 PM,37.7249
3415,02/02/19 04:35:30 PM,37.9904
3417,02/02/19 04:36:30 PM,37.8576
3419,02/02/19 04:37:30 PM,37.7584
3421,02/02/19 04:38:30 PM,37.7508
3423,02/02/19 04:39:30 PM,37.879
3425,02/02/19 04:40:30 PM,37.789
3427,02/02/19 04:41:30 PM,37.7615
3429,02/02/19 04:42:30 PM,37.5784
3431,02/02/19 04:43:30 PM,37.7127
3433,02/02/19 04:44:30 PM,37.5036
3435,02/02/19 04:45:30 PM,37.6684
3437,02/02/19 04:46:30 PM,37.8714
3439,02/02/19 04:47:30 PM,37.4746
3441,02/02/19 04:48:30 PM,37.7401
3443,02/02/19 04:49:30 PM,37.2869
3445,02/02/19 04:50:30 PM,37.6333
3447,02/02/19 04:51:30 PM,37.8347
3449,02/02/19 04:52:30 PM,37.6654
3451,02/02/19 04:53:30 PM,37.6272
3453,02/02/19 04:54:30 PM,37.8363
3455,02/02/19 04:55:30 PM,37.5372
3457,02/02/19 04:56:30 PM,37.6181
3459,02/02/19 04:57:30 PM,37.9919
3461,02/02/19 04:58:30 PM,37.8164
3463,02/02/19 04:59:30 PM,37.6699
3465,02/02/19 05:00:30 PM,0.0275
3467,02/02/19 05:01:30 PM,0.0259
3469,02/02/19 05:02:30 PM,0.0259
3471,02/02/19 05:03:30 PM,0.0259
3473,02/02/19 05:04:30 PM,0.0259
3475,02/02/19 05:05:30 PM,0.0259
3477,02/02/19 05:06:30 PM,0.0259
3479,02/02/19 05:07:30 PM,0.0259
3481,02/02/19 05:08:30 PM,0.0259
3483,02/02/19 05:09:30 PM,39.5361
3485,02/02/19 05:10:30 PM,37.1283
3487,02/02/19 05:11:30 PM,37.3236
3489,02/02/19 05:12:30 PM,37.3861
3491,02/02/19 05:13:30 PM,37.5448
3493,02/02/19 05:14:30 PM,37.7432
3495,02/02/19 05:15:30 PM,37.3495
3497,02/02/19 05:16:30 PM,37.499
3499,02/02/19 05:17:30 PM,37.4929
3501,02/02/19 05:18:30 PM,37.7447
3503,02/02/19 05:19:30 PM,37.3724
3505,02/02/19 05:20:30 PM,37.5006
3507,02/02/19 05:21:30 PM,37.5097
3509,02/02/19 05:22:30 PM,37.6211
3511,02/02/19 05:23:30 PM,37.5525
3513,02/02/19 05:24:30 PM,37.4777
3515,02/02/19 05:25:30 PM,37.3953
3517,02/02/19 05:26:30 PM,37.3068
3519,02/02/19 05:27:30 PM,37.5341
3521,02/02/19 05:28:30 PM,37.2244
3523,02/02/19 05:29:30 PM,37.5479
3525,02/02/19 05:30:30 PM,37.5875
3527,02/02/19 05:31:30 PM,37.4746
3529,02/02/19 05:32:30 PM,37.5097
3531,02/02/19 05:33:30 PM,37.4731
3533,02/02/19 05:34:30 PM,37.5402
3535,02/02/19 05:35:30 PM,37.4258
3537,02/02/19 05:36:30 PM,37.4121
3539,02/02/19 05:37:30 PM,37.4853
3541,02/02/19 05:38:30 PM,36.9909
3543,02/02/19 05:39:30 PM,36.9726
3545,02/02/19 05:40:30 PM,37.141999999999996
3547,02/02/19 05:41:30 PM,37.0581
3549,02/02/19 05:42:30 PM,37.0031
3551,02/02/19 05:43:30 PM,36.9924
3553,02/02/19 05:44:30 PM,36.9955
3555,02/02/19 05:45:30 PM,37.1756
3557,02/02/19 05:46:30 PM,36.9955
3559,02/02/19 05:47:30 PM,37.3037
3561,02/02/19 05:48:30 PM,37.1008
3563,02/02/19 05:49:30 PM,36.9772
3565,02/02/19 05:50:30 PM,36.9268
3567,02/02/19 05:51:30 PM,36.8521
3569,02/02/19 05:52:30 PM,37.0291
3571,02/02/19 05:53:30 PM,37.1267
3573,02/02/19 05:54:30 PM,37.052
3575,02/02/19 05:55:30 PM,37.1359
3577,02/02/19 05:56:30 PM,37.0367
3579,02/02/19 05:57:30 PM,37.0474
3581,02/02/19 05:58:30 PM,36.9451
3583,02/02/19 05:59:30 PM,36.9619
3585,02/02/19 06:00:30 PM,0.0259
3587,02/02/19 06:01:30 PM,0.0259
3589,02/02/19 06:02:30 PM,0.0259
3591,02/02/19 06:03:30 PM,0.0259
3593,02/02/19 06:04:30 PM,0.0259
3595,02/02/19 06:05:30 PM,0.0259
3597,02/02/19 06:06:30 PM,0.0259
3599,02/02/19 06:07:30 PM,0.0259
3601,02/02/19 06:08:30 PM,0.0259
3603,02/02/19 06:09:30 PM,37.9431
3605,02/02/19 06:10:30 PM,38.4161
3607,02/02/19 06:11:30 PM,36.9543
3609,02/02/19 06:12:30 PM,37.0184
3611,02/02/19 06:13:30 PM,36.8597
3613,02/02/19 06:14:30 PM,36.8887
3615,02/02/19 06:15:30 PM,36.7514
3617,02/02/19 06:16:30 PM,36.8551
3619,02/02/19 06:17:30 PM,36.8582
3621,02/02/19 06:18:30 PM,36.9482
3623,02/02/19 06:19:30 PM,37.0001
3625,02/02/19 06:20:30 PM,36.8612
3627,02/02/19 06:21:30 PM,36.8505
3629,02/02/19 06:22:30 PM,36.9772
3631,02/02/19 06:23:30 PM,36.9421
3633,02/02/19 06:24:30 PM,37.0871
3635,02/02/19 06:25:30 PM,37.0016
3637,02/02/19 06:26:30 PM,36.8734
3639,02/02/19 06:27:30 PM,36.8734
3641,02/02/19 06:28:30 PM,37.1771
3643,02/02/19 06:29:30 PM,36.9146
3645,02/02/19 06:30:30 PM,37.0428
3647,02/02/19 06:31:30 PM,36.8353
3649,02/02/19 06:32:30 PM,36.9924
3651,02/02/19 06:33:30 PM,36.8658
3653,02/02/19 06:34:30 PM,36.9955
3655,02/02/19 06:35:30 PM,36.8521
3657,02/02/19 06:36:30 PM,36.7849
3659,02/02/19 06:37:30 PM,36.8521
3661,02/02/19 06:38:30 PM,0.0275
3663,02/02/19 06:39:30 PM,0.0275
